amount,transaction_hour,distance_from_usual_location,device_risk_score,location_risk_score,previous_failed_transactions,previous_fraud_history,recent_transaction_count,account_age_days,merchant_category,payment_method,is_fraud
69.22,17,72.4,0.814,0.034,3,0,4,1989,travel,netbanking,0
710.03,8,45.17,0.34,0.628,2,0,5,1751,gaming,netbanking,0
1586.61,11,427.81,0.335,0.218,1,0,3,614,gaming,netbanking,0
669.67,3,135.16,0.292,0.474,1,0,2,342,travel,card,0
7596.03,19,62.98,0.347,0.424,0,0,3,95,electronics,card,0
1111.4,5,134.67,0.37,0.39,1,0,6,1143,gaming,netbanking,0
3987.94,13,50.57,0.14,0.19,1,0,1,896,electronics,upi,0
1424.28,20,7.29,0.356,0.803,0,0,3,1051,travel,upi,0
2505.91,17,192.83,0.447,0.38,1,0,2,552,gaming,card,0
1449.89,14,71.87,0.309,0.887,2,0,1,1616,grocery,upi,0
4310.39,21,31.72,0.165,0.355,0,0,5,1037,fashion,netbanking,0
1159.73,4,98.07,0.373,0.84,0,0,6,1837,fashion,upi,1
1801.04,23,167.54,0.481,0.544,1,0,4,487,electronics,netbanking,0
1581.82,13,123.31,0.721,0.386,2,0,6,525,grocery,netbanking,0
821.98,9,43.75,0.711,0.704,1,0,2,1176,gaming,netbanking,0
1644.16,6,7.69,0.203,0.787,1,0,4,1389,fashion,card,1
10243.37,17,164.26,0.037,0.483,1,0,8,597,gaming,netbanking,1
836.82,23,54.71,0.304,0.425,1,0,4,1099,electronics,upi,0
1668.14,16,2.84,0.157,0.577,2,0,2,1026,gaming,netbanking,0
3857.52,0,15.35,0.396,0.585,1,0,1,1328,fashion,card,0
3429.79,11,4.29,0.979,0.425,0,0,1,1276,electronics,card,0
1109.56,17,92.89,0.181,0.758,0,0,3,408,travel,card,0
101.15,9,178.49,0.319,0.4,1,0,1,236,electronics,upi,0
1838.5,18,105.61,0.725,0.453,0,0,7,552,travel,upi,0
119.17,16,18.06,0.509,0.605,1,0,3,261,grocery,card,0
4769.22,1,214.17,0.044,0.987,1,0,5,1104,fashion,card,1
1299.16,13,16.28,0.162,0.261,0,0,3,1029,travel,netbanking,0
2979.99,4,153.57,0.935,0.232,1,0,3,15,fashion,netbanking,0
444.92,11,68.98,0.103,0.177,1,0,2,1651,fashion,upi,0
232.18,9,0.28,0.635,0.689,0,0,2,1435,fashion,upi,1
1423.33,19,18.61,0.792,0.449,0,0,5,938,fashion,netbanking,0
1060.39,20,9.17,0.265,0.389,0,0,8,331,fashion,card,0
670.79,11,69.79,0.725,0.204,1,0,3,330,travel,netbanking,0
1193.52,12,117.6,0.17,0.891,2,0,5,1863,travel,netbanking,1
17455.95,15,90.22,0.285,0.443,1,0,2,479,fashion,upi,0
2526.34,15,167.39,0.312,0.608,1,0,5,1722,gaming,upi,0
3132.22,15,86.14,0.996,0.113,1,0,2,1330,travel,card,0
2550.23,18,16.02,0.215,0.108,0,1,3,1250,electronics,netbanking,0
4814.86,23,103.92,0.129,0.067,0,0,3,1673,electronics,card,0
906.81,19,73.77,0.926,0.367,0,0,5,1783,grocery,card,0
140.5,3,51.94,0.162,0.473,1,0,5,548,fashion,netbanking,0
908.15,11,157.34,0.879,0.245,1,0,7,1974,fashion,card,1
2469.41,11,356.21,0.65,0.35,0,0,5,264,electronics,card,1
415.8,12,38.79,0.577,0.006,0,0,8,1552,travel,netbanking,0
919.32,12,58.1,0.751,0.351,0,1,2,778,electronics,card,0
549.07,17,81.37,0.726,0.119,1,0,3,1256,gaming,netbanking,0
4924.75,10,109.94,0.111,0.128,1,0,5,1671,gaming,netbanking,0
2320.31,6,104.43,0.999,0.005,0,0,2,904,gaming,upi,0
2103.88,10,7.47,0.942,0.696,0,0,6,172,gaming,upi,1
2041.83,20,0.04,0.897,0.931,1,0,9,1628,gaming,card,0
1056.54,7,79.44,0.622,0.622,1,0,6,271,travel,upi,0
1336.16,0,12.81,0.523,0.096,0,0,3,1411,travel,netbanking,0
335.23,23,33.56,0.536,0.99,1,0,3,885,electronics,netbanking,1
123.17,4,71.27,0.015,0.976,1,0,4,950,fashion,card,0
1274.21,14,12.51,0.499,0.468,1,0,5,531,electronics,upi,0
1516.24,19,135.2,0.624,0.108,1,1,0,1005,electronics,netbanking,0
3674.84,6,68.35,0.659,0.721,1,0,3,382,gaming,card,0
5278.18,8,5.15,0.332,0.961,3,0,3,465,grocery,card,0
5271.12,6,1.23,0.471,0.779,0,0,7,951,grocery,upi,0
404.23,3,27.4,0.636,0.624,1,0,2,1579,fashion,card,0
771.04,3,31.71,0.428,0.611,1,0,3,1032,fashion,netbanking,0
1772.83,4,71.53,0.962,0.978,0,0,4,1757,fashion,card,1
13792.84,10,13.42,0.705,0.073,0,0,6,556,travel,netbanking,0
4817.93,12,63.18,0.001,0.15,1,0,2,42,grocery,card,0
3359.0,0,59.51,0.023,0.831,0,0,6,623,electronics,netbanking,0
744.13,20,50.72,0.69,0.145,1,0,2,232,gaming,netbanking,0
453.41,16,212.25,0.413,0.383,1,0,9,1050,fashion,netbanking,1
2413.68,1,62.97,0.839,0.281,0,0,3,1982,gaming,upi,0
364.8,20,0.14,0.173,0.243,1,0,6,982,grocery,card,0
863.99,0,74.8,0.014,0.026,1,0,3,364,electronics,card,0
977.72,13,9.18,0.388,0.566,1,0,3,1171,fashion,card,1
5393.3,11,33.56,0.736,0.401,2,0,9,1475,grocery,card,0
769.16,12,40.18,0.972,0.552,0,0,6,1742,travel,netbanking,0
95.66,22,38.36,0.884,0.305,0,0,4,966,gaming,card,0
1816.1,22,19.52,0.484,0.941,1,0,4,854,grocery,upi,1
545.1,6,113.51,0.813,0.591,0,0,1,1047,grocery,upi,0
1144.39,13,69.68,0.07,0.961,1,0,8,435,fashion,netbanking,0
1005.56,23,45.88,0.572,0.35,1,0,8,225,electronics,upi,0
834.05,17,167.11,0.924,0.002,1,0,6,1545,grocery,netbanking,0
2417.14,21,61.17,0.396,0.781,0,0,2,284,travel,card,1
236.78,10,59.35,0.96,0.827,1,1,6,1381,fashion,card,1
653.92,6,31.71,0.221,0.059,1,0,4,1160,gaming,netbanking,0
2173.38,12,66.5,0.106,0.625,0,0,4,948,grocery,netbanking,0
593.43,19,29.76,0.525,0.661,1,0,5,761,fashion,upi,0
219.47,22,84.84,0.907,0.146,1,0,4,1967,fashion,netbanking,0
2139.99,16,37.01,0.311,0.553,0,0,5,1596,fashion,netbanking,0
3371.44,16,49.28,0.8,0.243,3,0,3,335,electronics,card,1
1048.38,12,113.96,0.169,0.016,1,0,4,1944,gaming,upi,0
154.34,7,3.76,0.746,0.867,1,0,10,268,grocery,netbanking,0
2221.57,10,19.31,0.557,0.492,0,0,4,1626,fashion,card,0
208.54,11,76.92,0.175,0.782,2,0,3,858,grocery,card,0
1493.38,19,12.08,0.718,0.723,1,0,2,817,fashion,card,0
451.48,13,60.14,0.714,0.994,1,0,1,1013,travel,netbanking,0
343.83,19,106.93,0.515,0.438,0,0,3,969,grocery,netbanking,0
704.92,0,17.25,0.225,0.428,0,0,5,260,grocery,netbanking,0
912.97,18,12.73,0.132,0.282,1,0,3,321,travel,card,0
575.82,12,76.73,0.957,0.625,0,0,2,1474,electronics,upi,0
1975.75,23,29.02,0.656,0.486,0,0,3,1394,travel,upi,0
702.0,11,3.09,0.809,0.729,0,0,2,792,travel,netbanking,0
2922.49,11,28.82,0.697,0.357,1,0,3,900,grocery,upi,0
1452.69,3,26.33,0.829,0.131,0,0,4,772,travel,card,0
545.9,19,79.14,0.162,0.862,0,1,2,1716,travel,upi,1
461.31,16,215.13,0.497,0.828,2,0,2,147,electronics,netbanking,1
211.14,20,42.84,0.667,0.351,0,0,4,1307,electronics,upi,1
1466.65,2,46.91,0.103,0.69,0,0,6,623,grocery,upi,0
769.25,5,32.08,0.15,0.492,0,0,1,349,grocery,netbanking,0
102.29,21,19.29,0.634,0.761,1,0,4,322,fashion,card,0
641.81,1,192.07,0.869,0.39,0,0,3,827,travel,card,0
445.4,12,24.25,0.66,0.536,2,0,2,298,gaming,netbanking,0
5301.14,9,211.22,0.036,0.058,1,0,2,1357,electronics,netbanking,0
199.78,22,32.94,0.97,0.175,0,0,3,662,travel,netbanking,1
259.47,20,490.56,0.14,0.782,1,0,8,1717,grocery,netbanking,1
3327.48,21,28.31,0.233,0.382,0,0,4,300,gaming,netbanking,0
4258.89,6,14.96,0.975,0.035,1,0,3,708,fashion,card,0
520.62,14,315.89,0.771,0.168,1,0,4,771,grocery,netbanking,0
582.84,16,105.93,0.937,0.412,3,0,3,1342,gaming,card,0
2030.9,23,113.05,0.807,0.718,0,0,6,599,gaming,netbanking,0
107.01,0,270.34,0.652,0.363,1,0,5,355,fashion,netbanking,1
170.51,23,77.49,0.285,0.745,0,0,5,817,gaming,upi,0
828.21,8,24.6,0.327,0.858,1,0,3,1810,grocery,card,0
5166.19,3,49.15,0.947,0.341,1,0,5,1630,electronics,netbanking,0
709.29,14,12.88,0.861,0.8,0,0,5,1154,fashion,upi,1
1213.1,18,74.65,0.359,0.127,2,0,7,1991,travel,netbanking,0
3407.69,3,45.55,0.373,0.415,1,0,6,1539,fashion,card,0
9017.16,0,10.62,0.298,0.098,0,0,4,1533,gaming,card,0
615.94,21,46.53,0.326,0.053,2,0,6,799,electronics,upi,0
1078.32,22,21.46,0.861,0.065,0,0,6,996,gaming,upi,0
6782.19,3,121.48,0.011,0.105,0,0,3,1881,grocery,netbanking,0
239.32,21,47.58,0.436,0.836,0,0,2,1852,travel,card,0
3064.32,21,90.89,0.943,0.544,1,0,3,1443,travel,netbanking,0
396.11,23,73.71,0.543,0.947,0,1,6,203,gaming,upi,1
1214.97,5,19.8,0.45,0.538,0,0,4,315,travel,upi,0
860.39,13,171.64,0.312,0.629,1,0,2,919,gaming,netbanking,0
420.73,23,13.32,0.074,0.184,1,0,3,1104,grocery,card,0
410.3,21,27.98,0.224,0.541,0,0,3,1250,gaming,card,0
1445.79,14,2.14,0.09,0.385,0,0,5,550,grocery,upi,1
2967.69,4,82.12,0.127,0.931,0,0,2,1562,travel,card,0
963.2,2,12.44,0.164,0.934,2,0,4,1668,travel,upi,1
1176.28,6,111.21,0.302,0.198,1,0,4,424,grocery,upi,0
1941.42,1,34.6,0.011,0.62,3,0,3,1567,travel,upi,0
415.04,4,31.22,0.95,0.638,0,0,1,310,gaming,upi,0
2297.77,1,5.67,0.124,0.563,1,0,6,994,travel,upi,1
2488.27,18,157.96,0.383,0.124,2,0,5,1756,fashion,card,1
14818.42,14,294.48,0.88,0.654,1,0,3,610,gaming,netbanking,0
752.87,12,28.24,0.107,0.799,1,0,1,1373,electronics,netbanking,0
693.62,19,32.21,0.484,0.345,1,0,6,1706,grocery,card,0
2366.02,9,72.8,0.845,0.515,2,0,3,986,fashion,card,0
2487.68,9,56.97,0.557,0.116,0,0,2,1702,fashion,card,0
642.21,4,210.44,0.21,0.931,0,0,2,1279,grocery,card,0
732.77,10,69.94,0.736,0.11,2,0,4,1015,electronics,netbanking,0
1883.96,4,263.51,0.681,0.208,3,0,2,245,electronics,card,1
479.34,14,160.58,0.362,0.298,2,0,3,1437,fashion,upi,0
727.39,23,44.52,0.046,0.826,2,0,3,628,gaming,card,0
1199.42,12,43.51,0.008,0.701,1,0,0,578,fashion,card,0
2968.88,7,113.0,0.825,0.007,0,0,3,1839,electronics,card,0
599.08,16,136.92,0.322,0.184,0,0,4,704,fashion,netbanking,0
173.75,19,62.25,0.138,0.75,0,0,2,725,electronics,upi,0
161.32,11,1.11,0.519,0.404,2,0,6,1888,fashion,upi,0
311.25,6,89.83,0.921,0.026,0,0,2,586,gaming,card,0
294.96,17,138.42,0.008,0.964,1,0,7,1475,fashion,upi,0
939.54,4,12.43,0.056,0.151,0,0,4,1044,fashion,upi,0
333.99,23,128.21,0.417,0.51,0,0,8,153,fashion,netbanking,0
543.07,7,36.39,0.676,0.248,1,0,5,1167,travel,upi,0
505.69,8,29.69,0.476,0.737,1,0,3,920,grocery,upi,0
705.91,17,64.36,0.898,0.777,0,0,3,1454,gaming,upi,0
4115.45,0,114.1,0.044,0.397,2,0,7,797,electronics,upi,0
2125.89,4,39.93,0.34,0.658,3,0,5,488,gaming,netbanking,1
1114.46,3,45.28,0.351,0.909,0,1,5,469,gaming,card,1
691.58,9,72.91,0.34,0.815,0,0,2,1060,fashion,netbanking,0
711.07,13,256.38,0.488,0.415,2,0,4,1989,travel,upi,1
1521.95,4,27.68,0.791,0.441,0,0,4,906,electronics,upi,0
1966.81,8,17.29,0.318,0.887,0,0,1,280,grocery,upi,0
442.47,18,71.22,0.744,0.034,2,0,5,1646,gaming,upi,0
1137.38,22,47.23,0.146,0.023,1,0,5,635,gaming,netbanking,1
143.79,0,35.68,0.561,0.206,2,1,3,854,fashion,card,1
1355.21,15,113.63,0.375,0.828,3,0,6,1698,gaming,upi,0
2349.95,0,76.63,0.539,0.153,0,0,4,230,electronics,upi,0
828.76,12,14.91,0.108,0.285,1,0,5,273,travel,card,0
6744.8,21,300.26,0.953,0.629,0,0,3,410,grocery,netbanking,0
454.3,19,121.42,0.906,0.184,1,0,2,758,travel,netbanking,1
1363.0,5,10.09,0.826,0.303,1,0,1,1716,gaming,card,0
1058.04,6,119.99,0.893,0.467,0,0,2,1272,electronics,card,0
991.98,18,184.35,0.147,0.228,1,0,8,1553,travel,netbanking,1
978.16,19,112.54,0.504,0.992,1,0,7,680,travel,netbanking,0
1220.61,6,58.38,0.318,0.163,0,0,6,830,travel,netbanking,0
2560.5,0,24.42,0.887,0.85,2,0,5,823,gaming,netbanking,0
4349.15,10,185.77,0.189,0.47,1,0,3,235,travel,netbanking,0
1094.17,14,118.63,0.22,0.129,0,0,1,1104,electronics,upi,0
2478.27,10,168.96,0.687,0.118,1,0,4,671,electronics,card,0
543.61,22,42.69,0.089,0.5,1,0,0,1905,electronics,upi,0
2358.91,19,10.28,0.732,0.354,0,0,6,1385,electronics,card,0
511.84,18,30.76,0.268,0.235,1,0,3,1743,gaming,card,0
3263.84,0,114.89,0.661,0.959,0,0,3,398,travel,netbanking,0
10003.01,20,55.22,0.873,0.463,0,0,2,232,electronics,upi,0
970.6,18,44.35,0.61,0.929,0,0,4,879,grocery,netbanking,1
122.42,9,59.28,0.213,0.164,0,0,10,1143,gaming,card,0
633.92,14,231.54,0.049,0.183,3,0,4,1124,grocery,netbanking,0
3758.88,19,52.1,0.045,0.596,1,0,2,1310,electronics,upi,0
1906.6,21,137.52,0.089,0.27,2,0,2,1666,fashion,upi,0
1406.58,13,10.29,0.58,0.185,1,0,4,658,grocery,card,0
3006.91,0,45.19,0.348,0.095,0,0,6,590,electronics,upi,1
1780.15,14,1.37,0.243,0.076,2,0,7,535,gaming,upi,0
3706.06,16,10.22,0.219,0.753,0,0,6,732,grocery,netbanking,0
2750.19,1,20.52,0.949,0.282,0,0,5,1199,electronics,card,0
5022.59,19,62.18,0.119,0.978,1,0,1,1607,grocery,upi,0
1569.95,4,232.79,0.305,0.183,0,1,2,835,fashion,card,0
2711.51,21,115.5,0.471,0.354,0,0,3,842,grocery,card,0
806.64,13,0.19,0.0,0.375,4,0,4,1811,grocery,upi,0
600.97,7,15.55,0.921,0.5,1,1,5,692,travel,card,0
6043.68,1,192.11,0.099,0.871,0,0,3,335,fashion,netbanking,0
1361.31,0,434.02,0.682,0.835,1,0,7,696,gaming,upi,1
2452.54,17,104.76,0.629,0.01,0,0,6,91,electronics,card,0
1241.08,9,143.74,0.809,0.409,1,0,4,738,travel,card,0
610.02,20,82.97,0.651,0.828,0,0,4,1800,gaming,upi,0
1108.74,5,100.76,0.769,0.0,0,0,5,1622,fashion,upi,1
4610.05,22,140.98,0.421,0.534,0,0,4,1793,gaming,netbanking,0
1910.73,22,37.37,0.489,0.259,0,0,4,607,grocery,upi,0
198.05,2,24.69,0.702,0.413,0,0,6,839,grocery,upi,0
884.26,15,32.77,0.568,0.42,1,1,2,1698,fashion,upi,0
6517.81,22,159.71,0.512,0.392,0,0,2,1510,electronics,upi,0
885.54,7,20.34,0.206,0.892,0,0,2,378,fashion,upi,0
181.19,1,232.19,0.258,0.536,1,0,7,1692,fashion,card,0
7281.18,21,35.04,0.358,0.904,0,0,4,214,travel,upi,0
2169.8,11,4.12,0.009,0.727,0,0,2,517,gaming,card,0
1022.48,0,198.51,0.417,0.351,1,0,6,1070,gaming,card,0
756.41,20,121.34,0.003,0.494,0,0,3,1312,electronics,card,0
3236.84,16,189.21,0.565,0.39,2,0,4,1598,grocery,upi,0
637.79,1,54.35,0.704,0.829,2,0,5,1476,gaming,netbanking,1
3457.35,6,34.7,0.562,0.188,0,0,1,575,gaming,netbanking,0
1885.97,0,135.86,0.694,0.936,0,0,3,721,gaming,card,0
1400.64,22,66.87,0.0,0.58,0,0,5,1446,grocery,netbanking,1
1268.4,0,38.12,0.059,0.612,0,0,5,1892,fashion,card,1
920.61,19,51.15,0.698,0.517,0,0,4,1736,gaming,netbanking,0
3120.16,12,42.92,0.803,0.554,1,0,5,1934,electronics,card,0
461.58,13,0.09,0.718,0.668,0,0,6,1353,fashion,card,0
216.6,19,32.29,0.663,0.655,1,0,6,978,travel,netbanking,0
2027.26,21,93.9,0.707,0.214,1,0,0,1535,travel,netbanking,0
2061.6,3,1.25,0.74,0.582,0,0,8,161,fashion,upi,0
1772.67,0,50.13,0.724,0.355,0,0,3,1873,travel,upi,1
1648.68,2,57.52,0.738,0.637,2,0,2,1838,fashion,netbanking,0
795.89,16,4.31,0.074,0.548,0,0,0,1014,electronics,netbanking,0
2410.24,13,90.1,0.063,0.18,0,0,5,1050,electronics,upi,0
1047.79,2,249.54,0.361,0.735,0,0,5,1064,fashion,netbanking,0
673.77,5,211.96,0.528,0.457,1,0,2,286,travel,netbanking,0
802.8,12,15.25,0.763,0.551,0,0,4,419,electronics,netbanking,0
8272.07,17,8.0,0.335,0.673,1,0,4,1466,gaming,netbanking,0
193.45,8,110.12,0.275,0.653,0,0,5,75,electronics,netbanking,0
1807.66,22,276.67,0.781,0.749,1,0,5,1377,travel,upi,0
204.57,23,2.31,0.249,0.207,1,0,3,617,electronics,card,0
984.14,18,31.19,0.821,0.11,1,0,3,288,travel,netbanking,0
710.79,10,16.07,0.177,0.669,4,0,1,1196,travel,upi,0
136.32,21,33.23,0.359,0.236,0,0,2,556,electronics,netbanking,0
1618.15,17,107.47,0.401,0.115,0,0,1,899,fashion,netbanking,0
749.92,12,4.51,0.3,0.131,0,0,4,1729,grocery,card,0
134.4,10,63.7,0.003,0.313,0,0,3,1398,fashion,card,0
2539.11,19,8.34,0.236,0.992,0,1,0,1939,grocery,upi,0
4605.5,13,0.66,0.338,0.157,3,0,4,800,electronics,card,0
4866.47,4,11.32,0.314,0.299,3,0,5,816,travel,upi,0
1570.2,23,3.26,0.786,0.921,0,0,5,1377,travel,card,0
1148.32,1,93.8,0.047,0.963,0,0,2,277,fashion,netbanking,0
4138.78,16,25.62,0.389,0.229,3,0,5,1715,gaming,upi,0
5898.09,15,36.71,0.038,0.88,3,0,5,710,fashion,netbanking,0
3406.94,14,29.59,0.931,0.139,0,0,2,945,travel,upi,0
427.72,1,24.87,0.79,0.762,0,0,3,1020,grocery,netbanking,1
1341.23,11,172.97,0.982,0.013,0,0,6,142,gaming,netbanking,0
1701.93,21,55.4,0.91,0.407,0,0,2,607,electronics,card,0
179.54,5,55.22,0.316,0.247,2,0,5,287,fashion,netbanking,0
1753.49,16,64.32,0.692,0.704,0,0,3,1226,gaming,netbanking,0
10646.56,20,11.2,0.307,0.016,1,0,3,1415,fashion,card,0
2079.61,22,43.49,0.888,0.465,1,0,4,25,grocery,card,0
4785.82,12,80.7,0.411,0.697,0,0,5,25,electronics,upi,0
1316.74,7,86.61,0.376,0.047,1,0,5,1634,gaming,upi,0
1019.21,16,30.78,0.914,0.897,2,0,3,676,fashion,netbanking,0
1605.63,11,9.01,0.837,0.361,0,0,2,1690,fashion,card,0
485.01,15,43.06,0.966,0.165,0,0,7,1320,travel,upi,0
418.31,17,173.39,0.066,0.225,0,0,5,1569,gaming,netbanking,0
3890.55,17,85.85,0.243,0.339,0,1,4,774,fashion,upi,0
4325.76,5,30.88,0.301,0.198,0,0,2,613,fashion,netbanking,1
407.03,18,357.58,0.424,0.511,0,0,3,1447,gaming,netbanking,0
2887.07,13,75.07,0.473,0.633,1,0,6,1268,gaming,card,0
1005.3,22,316.6,0.291,0.433,1,0,7,1144,gaming,card,1
1540.42,15,51.48,0.79,0.427,0,0,5,736,fashion,netbanking,0
1737.53,21,14.77,0.223,0.782,0,0,3,1231,electronics,netbanking,0
2964.16,23,27.87,0.697,0.301,0,0,3,784,electronics,netbanking,0
1191.2,23,131.64,0.852,0.623,0,0,1,1781,grocery,card,0
4492.49,17,66.29,0.604,0.893,2,0,7,1421,gaming,card,1
1494.3,14,14.24,0.354,0.222,0,0,7,800,electronics,card,0
2047.11,2,174.53,0.188,0.62,0,0,8,1688,electronics,upi,1
476.63,9,23.57,0.134,0.948,1,0,6,151,fashion,card,0
9496.31,11,149.61,0.744,0.53,0,0,5,1663,travel,card,0
1754.3,18,3.81,0.469,0.977,3,0,7,835,electronics,card,0
2237.24,14,104.55,0.046,0.31,0,0,1,469,electronics,card,0
219.6,10,3.3,0.984,0.564,0,0,3,1662,travel,upi,0
481.69,3,78.2,0.671,0.311,2,0,2,1319,fashion,netbanking,0
3781.53,17,36.88,0.844,0.004,1,0,4,157,grocery,upi,0
1461.02,10,194.82,0.438,0.997,1,0,4,541,fashion,card,0
161.78,0,44.66,0.955,0.24,0,0,2,907,grocery,upi,0
3097.31,6,192.68,0.2,0.973,0,0,1,1260,gaming,upi,0
636.65,21,57.1,0.185,0.653,1,0,4,1614,grocery,upi,0
4497.68,2,5.53,0.89,0.904,0,0,4,740,electronics,card,0
1004.42,9,20.65,0.892,0.967,2,0,6,1619,electronics,card,1
1345.75,12,47.85,0.499,0.568,1,0,5,1582,gaming,card,0
3565.13,2,228.83,0.126,1.0,1,0,2,762,electronics,card,0
446.98,3,22.31,0.305,0.767,0,0,2,1875,gaming,upi,0
406.32,22,160.29,0.754,0.524,0,0,2,1888,electronics,card,0
901.0,14,90.06,0.846,0.655,0,0,6,587,electronics,upi,0
2507.83,5,138.55,0.348,0.194,0,0,4,1117,travel,upi,0
289.78,4,56.46,0.061,0.011,0,0,5,1738,grocery,netbanking,0
206.84,10,20.96,0.666,0.257,0,1,6,1082,grocery,card,1
2499.19,17,27.13,0.739,0.435,2,0,3,1482,electronics,card,1
600.06,17,60.17,0.424,0.228,1,0,5,1600,fashion,upi,0
740.83,4,129.34,0.583,0.514,0,0,2,1136,grocery,upi,0
171.26,17,75.67,0.987,0.658,0,0,4,725,gaming,upi,0
556.14,21,196.38,0.245,0.656,1,0,2,1054,fashion,netbanking,0
1088.37,5,0.6,0.573,0.894,1,0,3,1666,electronics,netbanking,0
2780.48,0,7.24,0.611,0.966,0,0,3,645,grocery,upi,1
507.13,23,53.02,0.549,0.891,1,0,3,1690,travel,upi,1
5752.42,12,23.04,0.869,0.62,2,0,4,414,travel,netbanking,0
553.05,18,106.67,0.605,0.206,1,0,3,929,grocery,card,0
553.86,7,43.16,0.508,0.943,0,0,6,175,fashion,card,1
5101.85,7,148.43,0.123,0.175,1,0,6,1709,gaming,upi,0
1354.87,5,111.73,0.703,0.151,0,1,2,1427,travel,netbanking,1
631.42,5,202.88,0.132,0.318,0,0,4,245,travel,netbanking,0
939.05,11,10.12,0.027,0.574,1,0,3,452,gaming,upi,0
4243.2,2,38.81,0.489,0.681,1,0,5,1060,electronics,upi,0
4751.44,20,13.05,0.572,0.013,0,0,4,995,electronics,netbanking,0
484.54,12,95.85,0.999,0.778,0,0,7,233,gaming,card,0
1051.07,21,16.25,0.712,0.175,0,0,5,1780,travel,card,0
1200.1,12,56.96,0.849,0.296,0,1,6,927,gaming,netbanking,0
409.02,7,104.3,0.346,0.322,1,0,2,1345,gaming,card,0
1037.24,12,62.79,0.509,0.332,0,0,5,1507,gaming,card,0
1102.49,3,82.87,0.974,0.76,0,0,2,346,electronics,upi,0
3429.64,19,4.26,0.417,0.041,0,0,5,673,fashion,netbanking,0
3668.09,17,51.68,0.807,0.197,1,0,1,1471,travel,upi,0
789.02,3,31.7,0.526,0.022,1,0,3,1549,fashion,card,1
885.41,13,31.67,0.224,0.778,0,0,8,437,gaming,card,0
2130.88,12,77.55,0.58,0.984,1,0,5,646,fashion,card,0
610.83,4,108.27,0.218,0.66,1,0,5,1562,travel,card,1
1975.63,2,25.38,0.003,0.59,0,0,4,694,gaming,card,0
1004.35,18,102.15,0.236,0.908,1,0,5,164,gaming,card,0
415.97,6,111.61,0.193,0.255,2,0,3,1000,electronics,netbanking,0
421.22,12,10.42,0.371,0.066,0,0,1,292,gaming,card,0
4661.34,5,248.21,0.889,0.51,1,0,2,1191,travel,card,0
937.84,15,130.71,0.388,0.26,1,0,3,1869,electronics,card,1
5655.33,1,195.29,0.845,0.451,0,0,5,210,electronics,card,1
656.13,8,47.76,0.556,0.456,1,0,7,567,fashion,netbanking,0
1467.34,13,23.34,0.008,0.319,1,0,4,1137,electronics,upi,0
12000.18,10,3.79,0.189,0.486,0,0,5,309,fashion,netbanking,0
380.93,14,136.23,0.931,0.38,0,0,7,1074,travel,upi,0
164.38,4,288.26,0.604,0.113,0,0,3,437,gaming,upi,0
3970.27,10,69.33,0.93,0.867,0,1,4,1275,grocery,netbanking,1
479.71,18,47.38,0.31,0.701,0,0,3,728,travel,card,0
1074.16,8,82.67,0.717,0.041,1,0,6,1851,electronics,card,0
610.38,3,7.29,0.772,0.116,0,0,3,1676,fashion,card,0
1433.91,20,19.13,0.976,0.097,1,0,2,1987,gaming,netbanking,0
423.89,18,63.65,0.018,0.062,1,0,4,313,electronics,netbanking,0
916.04,16,53.55,0.952,0.059,0,0,3,1896,gaming,upi,0
1719.55,19,218.11,0.392,0.157,2,0,5,41,fashion,netbanking,0
400.09,18,57.57,0.838,0.848,0,0,4,446,grocery,upi,0
544.53,17,30.7,0.545,0.828,0,0,6,1731,fashion,card,0
774.81,12,36.91,0.565,0.783,1,0,4,1726,travel,card,0
262.75,0,75.46,0.359,0.615,1,0,5,606,gaming,card,0
718.7,14,10.93,0.828,0.723,0,0,5,1684,travel,netbanking,0
1234.96,6,29.06,0.264,0.738,0,0,4,163,electronics,card,0
735.43,18,25.12,0.492,0.889,1,0,4,678,grocery,upi,0
836.0,11,203.74,0.56,0.732,1,0,4,65,grocery,upi,0
1075.02,21,30.1,0.743,0.736,0,0,3,1039,fashion,card,0
569.21,14,23.85,0.472,0.804,0,0,4,1800,gaming,card,0
2188.7,13,13.34,0.68,0.556,2,0,4,1230,fashion,netbanking,0
4609.98,22,45.53,0.485,0.213,0,0,3,1051,fashion,netbanking,0
689.26,11,2.74,0.659,0.085,1,0,7,404,grocery,card,0
1781.48,9,77.1,0.674,0.419,1,0,1,1224,grocery,card,1
862.97,8,86.36,0.709,0.092,0,0,2,655,travel,upi,0
1580.49,21,8.88,0.823,0.169,1,0,3,1235,travel,card,0
5248.93,18,2.06,0.541,0.024,0,0,1,269,travel,card,0
1823.77,3,31.12,0.193,0.3,0,0,3,1049,gaming,netbanking,0
186.16,11,263.5,0.68,0.97,0,0,4,1000,electronics,card,0
1726.75,8,157.46,0.077,0.379,1,0,5,1540,gaming,netbanking,0
3762.59,15,106.03,0.219,0.241,0,0,2,1819,electronics,netbanking,0
878.67,1,133.27,0.792,0.403,0,0,1,1813,electronics,card,0
2967.97,17,158.71,0.435,0.301,0,1,7,689,electronics,upi,1
549.98,17,30.63,0.498,0.674,0,0,2,1285,fashion,netbanking,1
248.26,5,48.39,0.987,0.634,0,0,3,1309,electronics,upi,0
1262.9,3,95.79,0.235,0.027,0,0,3,1689,travel,card,1
